TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription
32,5373,Friday,88851040547.0,1,INFANT APPAREL
40,125019,Thursday,4300095562.0,2,DSD GROCERY
999,144135,Sunday,4155440912.0,-1,BEAUTY
40,149256,Sunday,3700022202.0,1,HOUSEHOLD CHEMICALS/SUPP
40,165973,Wednesday,7874205451.0,1,PRE PACKED DELI
25,150015,Monday,82179621483.0,1,MENS WEAR
35,82639,Thursday,3400000808.0,1,IMPULSE MERCHANDISE
30,138115,Saturday,6791453647.0,1,IMPULSE MERCHANDISE
40,95947,Saturday,4600027341.0,1,GROCERY DRY GOODS
39,99659,Saturday,68113103832.0,1,PETS AND SUPPLIES
18,159646,Tuesday,88796105502.0,1,TOYS
36,132214,Friday,68113104587.0,1,BEAUTY
6,28048,Tuesday,9064970617.0,1,SLEEPWEAR/FOUNDATIONS
44,28746,Tuesday,84560409467.0,2,COOK AND DINE
42,108972,Monday,3561397016.0,1,FABRICS AND CRAFTS
40,112078,Monday,7874237148.0,1,GROCERY DRY GOODS
40,93814,Saturday,70662497122.0,1,DAIRY
42,22992,Monday,68113107862.0,1,BAKERY
39,189621,Sunday,5215970119.0,2,DAIRY
8,127689,Thursday,7146427060.0,2,PRODUCE
40,17186,Sunday,3500044671.0,1,HOUSEHOLD CHEMICALS/SUPP
36,66131,Monday,3500068053.0,1,PERSONAL CARE
38,147177,Sunday,4400003211.0,1,IMPULSE MERCHANDISE
40,168265,Thursday,4470000004.0,1,PRE PACKED DELI
7,33476,Wednesday,7315015223.0,1,PRODUCE
27,151671,Monday,2471931068.0,2,HORTICULTURE AND ACCESS
33,174474,Friday,2120057263.0,1,HOUSEHOLD CHEMICALS/SUPP
40,149530,Sunday,4470006041.0,1,PRE PACKED DELI
40,19702,Sunday,7198612062.0,1,GROCERY DRY GOODS
8,143275,Saturday,1257520739.0,1,PETS AND SUPPLIES
40,93511,Saturday,2970000138.0,1,GROCERY DRY GOODS
15,58368,Sunday,3993807320.0,1,CELEBRATION
39,15279,Sunday,1111140471.0,1,PERSONAL CARE
40,51382,Saturday,3800053126.0,1,DSD GROCERY
40,108080,Monday,5400010183.0,1,HOUSEHOLD PAPER GOODS
42,553,Friday,1606900553.0,2,LAWN AND GARDEN
40,33667,Wednesday,30149003904.0,1,PHARMACY OTC
40,115242,Tuesday,4178900231.0,1,GROCERY DRY GOODS
40,102291,Sunday,3890004207.0,1,GROCERY DRY GOODS
6,12988,Sunday,2820031042.0,2,"CANDY, TOBACCO, COOKIES"
40,176690,Friday,3800032753.0,1,GROCERY DRY GOODS
999,93647,Saturday,68113178253.0,-1,FINANCIAL SERVICES
37,15872,Sunday,7464100146.0,1,PRODUCE
15,43437,Friday,7068657218.0,1,HARDWARE
40,97219,Saturday,7164100046.0,2,OFFICE SUPPLIES
40,43175,Thursday,1258700020.0,1,HOUSEHOLD PAPER GOODS
40,163974,Wednesday,71785415210.0,2,FROZEN FOODS
999,160625,Tuesday,1500000418.0,4,INFANT CONSUMABLE HARDLINES
40,40375,Thursday,7874235186.0,1,DAIRY
42,117157,Tuesday,64541684478.0,1,CELEBRATION
40,47570,Friday,76211181059.0,1,GROCERY DRY GOODS
39,110604,Monday,3120022007.0,1,DSD GROCERY
40,182516,Saturday,7874208518.0,1,HOUSEHOLD PAPER GOODS
25,62202,Sunday,1111161120.0,1,PERSONAL CARE
33,47600,Friday,7097047123.0,1,"CANDY, TOBACCO, COOKIES"
40,142062,Saturday,7874212318.0,1,MEAT - FRESH & FROZEN
40,14098,Sunday,7874205334.0,1,FROZEN FOODS
33,43305,Friday,3100956288.0,1,FABRICS AND CRAFTS
7,189647,Sunday,7874210032.0,1,BAKERY
7,20759,Monday,7874208942.0,1,HOUSEHOLD PAPER GOODS
6,181638,Saturday,7874211700.0,1,DAIRY
25,179824,Saturday,2500001921.0,1,DAIRY
15,183267,Saturday,64541646806.0,3,CELEBRATION
8,135009,Friday,7418226989.0,-1,PERSONAL CARE
39,87799,Friday,7682804833.0,1,PERSONAL CARE
37,22329,Monday,3500039015.0,1,HOUSEHOLD CHEMICALS/SUPP
9,160250,Tuesday,3920897623.0,1,HARDWARE
42,82879,Thursday,4740018808.0,1,PERSONAL CARE
33,62199,Sunday,68113105213.0,1,PERSONAL CARE
40,138334,Saturday,4740012622.0,1,PERSONAL CARE
3,155340,Monday,60538896309.0,1,FINANCIAL SERVICES
40,4045,Friday,7432309090.0,1,COMM BREAD
40,155713,Monday,3700086357.0,1,INFANT CONSUMABLE HARDLINES
8,116232,Tuesday,81649301005.0,1,GROCERY DRY GOODS
40,176692,Friday,88513162815.0,1,INFANT CONSUMABLE HARDLINES
40,142146,Saturday,7874235187.0,1,DAIRY
7,40420,Thursday,2000016326.0,1,GROCERY DRY GOODS
38,80271,Wednesday,,1,
40,22951,Monday,7146401665.0,1,PRODUCE
37,156403,Tuesday,7432309090.0,1,COMM BREAD
33,98224,Saturday,3500039012.0,1,HOUSEHOLD CHEMICALS/SUPP
7,138892,Saturday,7874298697.0,1,BAKERY
7,906,Friday,7874208830.0,1,HOUSEHOLD PAPER GOODS
40,49354,Saturday,2920000350.0,1,GROCERY DRY GOODS
44,67715,Monday,7065226334.0,1,COOK AND DINE
39,33854,Wednesday,60538818765.0,1,DSD GROCERY
39,2848,Friday,3700085509.0,1,PERSONAL CARE
38,144343,Sunday,4470036123.0,1,PRE PACKED DELI
42,60364,Sunday,7874209521.0,1,DSD GROCERY
35,167196,Thursday,1200014198.0,1,DSD GROCERY
999,8148,Saturday,68113191692.0,1,SERVICE DELI
8,93772,Saturday,3700033836.0,1,HOUSEHOLD CHEMICALS/SUPP
39,42635,Thursday,4031.0,1,PRODUCE
40,15150,Sunday,4159.0,1,PRODUCE
25,169705,Thursday,1467167094.0,1,BRAS & SHAPEWEAR
42,104175,Sunday,8669408917.0,1,BOYS WEAR
25,140167,Saturday,5200032866.0,1,DSD GROCERY
25,49980,Saturday,2200000769.0,1,IMPULSE MERCHANDISE
37,180806,Saturday,2700041904.0,1,DSD GROCERY
40,97186,Saturday,7874206802.0,2,COMM BREAD
7,33400,Wednesday,4767748248.0,1,FROZEN FOODS
7,32248,Wednesday,7874207522.0,1,GROCERY DRY GOODS
40,78556,Wednesday,7874212452.0,1,MEAT - FRESH & FROZEN
27,45567,Friday,7047044613.0,2,DAIRY
25,142600,Saturday,4650073219.0,1,HOUSEHOLD CHEMICALS/SUPP
40,181903,Saturday,7756725440.0,1,FROZEN FOODS
999,113749,Tuesday,7417038227.0,-1,BEAUTY
35,149165,Sunday,68113118394.0,1,PHARMACY OTC
7,144163,Sunday,2100064618.0,1,GROCERY DRY GOODS
40,51436,Saturday,1980003674.0,2,HOUSEHOLD CHEMICALS/SUPP
19,131265,Friday,88929607681.0,1,ELECTRONICS
40,177821,Friday,60538871461.0,1,DAIRY
39,165466,Wednesday,68113107862.0,1,BAKERY
8,98820,Saturday,63256500002.0,1,DSD GROCERY
29,70062,Tuesday,3400000647.0,1,IMPULSE MERCHANDISE
15,101515,Sunday,72957184448.0,1,PRODUCE
39,161420,Wednesday,4430012551.0,1,GROCERY DRY GOODS
40,13021,Sunday,4900004782.0,2,DSD GROCERY
25,56306,Sunday,7934068865.0,1,IMPULSE MERCHANDISE
32,57720,Sunday,60538862097.0,1,FINANCIAL SERVICES
40,44495,Friday,68333321538.0,1,PERSONAL CARE
36,54942,Saturday,3500052584.0,1,PERSONAL CARE
40,79666,Wednesday,5113150218.0,1,HOUSEHOLD CHEMICALS/SUPP
39,176913,Friday,68113102396.0,1,PHARMACY OTC
25,39086,Thursday,80469197149.0,1,SWIMWEAR/OUTERWEAR
32,163162,Wednesday,1500004770.0,1,INFANT CONSUMABLE HARDLINES
39,64147,Monday,1920090553.0,1,HOUSEHOLD CHEMICALS/SUPP
36,186071,Sunday,68113100206.0,1,PERSONAL CARE
40,25240,Monday,4154070671.0,1,OFFICE SUPPLIES
39,92317,Friday,4400003202.0,1,DSD GROCERY
39,152096,Monday,68113107862.0,1,BAKERY
39,87040,Friday,3800084502.0,1,DSD GROCERY
25,55484,Saturday,,1,
24,12555,Saturday,360734376674.0,1,PERSONAL CARE
34,147186,Sunday,3700006221.0,1,PERSONAL CARE
32,105770,Sunday,84729600005.0,2,INFANT CONSUMABLE HARDLINES
40,177787,Friday,7218069278.0,1,FROZEN FOODS
33,181720,Saturday,4650075173.0,1,HOUSEHOLD CHEMICALS/SUPP
40,73947,Tuesday,7874206337.0,1,HOUSEHOLD PAPER GOODS
40,154361,Monday,30521500700.0,1,PERSONAL CARE
24,136776,Friday,2100001860.0,1,DAIRY
39,59657,Sunday,68113178113.0,1,DSD GROCERY
32,80463,Wednesday,7143000752.0,1,PRODUCE
40,9462,Saturday,74982657946.0,1,PHARMACY OTC
24,43546,Friday,7048599956.0,3,COOK AND DINE
39,153294,Monday,4178900143.0,1,GROCERY DRY GOODS
37,168026,Thursday,3082.0,1,PRODUCE
40,56394,Sunday,3800040440.0,2,FROZEN FOODS
40,34596,Wednesday,68113138744.0,1,PRODUCE
40,48672,Friday,1070055686.0,1,"CANDY, TOBACCO, COOKIES"
8,111535,Monday,7874222803.0,1,GROCERY DRY GOODS
35,39280,Thursday,4900000044.0,-4,DSD GROCERY
40,172374,Friday,3500046303.0,1,HOUSEHOLD CHEMICALS/SUPP
39,157903,Tuesday,7910052041.0,1,PETS AND SUPPLIES
44,9399,Saturday,7874298181.0,1,BAKERY
5,171275,Thursday,8019632107.0,2,PHARMACY OTC
28,153026,Monday,60538800120.0,1,DAIRY
39,88918,Friday,7339100004.0,1,GROCERY DRY GOODS
39,74330,Tuesday,3320018626.0,1,PERSONAL CARE
39,186378,Sunday,7166210240.0,1,OFFICE SUPPLIES
38,80271,Wednesday,4280043589.0,1,FROZEN FOODS
39,146718,Sunday,1480058223.0,1,DSD GROCERY
40,184035,Saturday,4330161131.0,1,FROZEN FOODS
42,119781,Wednesday,66216324074.0,1,LADIESWEAR
3,79347,Wednesday,68113163351.0,1,FINANCIAL SERVICES
40,140965,Saturday,4132100534.0,1,GROCERY DRY GOODS
39,14901,Sunday,7172572773.0,1,PRODUCE
33,177526,Friday,3700033240.0,1,HOUSEHOLD CHEMICALS/SUPP
7,669,Friday,68113106762.0,1,SERVICE DELI
40,61455,Sunday,7874208597.0,1,FROZEN FOODS
5,135484,Friday,3120027627.0,1,DSD GROCERY
36,143535,Saturday,88530617620.0,1,MENS WEAR
38,123244,Wednesday,4900002620.0,1,DSD GROCERY
40,84917,Thursday,60538871461.0,1,DAIRY
40,174238,Friday,7505031975.0,1,GROCERY DRY GOODS
8,86963,Friday,3500042706.0,1,HOUSEHOLD CHEMICALS/SUPP
37,163392,Wednesday,22567900000.0,1,MEAT - FRESH & FROZEN
40,151386,Monday,7874237497.0,1,GROCERY DRY GOODS
35,105907,Sunday,7874208896.0,1,DSD GROCERY
30,57233,Sunday,64541698997.0,1,CELEBRATION
39,107070,Monday,7402706108.0,-2,GROCERY DRY GOODS
40,70598,Tuesday,7874211770.0,1,DAIRY
39,59792,Sunday,7120210518.0,1,FROZEN FOODS
40,140153,Saturday,5100021243.0,1,GROCERY DRY GOODS
40,66485,Monday,5100002549.0,1,GROCERY DRY GOODS
40,19514,Sunday,1111140784.0,1,PERSONAL CARE
36,64895,Monday,1380044790.0,2,FROZEN FOODS
40,187632,Sunday,20535700000.0,1,SERVICE DELI
40,134155,Friday,7600135880.0,1,HOME DECOR
38,154168,Monday,4046.0,1,PRODUCE
44,98500,Saturday,78471651797.0,1,SHEER HOSIERY
32,28141,Tuesday,78035378403.0,1,PRODUCE
7,170488,Thursday,2265530301.0,1,PRE PACKED DELI
9,140570,Saturday,7314928958.0,1,HOME MANAGEMENT
37,191050,Sunday,2500004772.0,1,DAIRY
40,51478,Saturday,3800059835.0,1,PHARMACY OTC
24,43068,Thursday,3400000334.0,1,IMPULSE MERCHANDISE
40,169336,Thursday,4180000019.0,1,GROCERY DRY GOODS
40,106312,Sunday,4135.0,1,PRODUCE
40,106462,Sunday,4062.0,1,PRODUCE
40,32891,Wednesday,4600027918.0,1,GROCERY DRY GOODS
30,43024,Thursday,60538816148.0,1,SHOES
40,141925,Saturday,88828940068.0,1,PRODUCE
40,36926,Wednesday,7874204681.0,1,PRE PACKED DELI
7,131393,Friday,68113138804.0,1,SERVICE DELI
999,14865,Sunday,68113169367.0,-1,FINANCIAL SERVICES
24,78414,Wednesday,2200000898.0,1,IMPULSE MERCHANDISE
44,173726,Friday,84034170251.0,1,CELEBRATION
6,77894,Wednesday,2000014585.0,1,FROZEN FOODS
40,139968,Saturday,2500004811.0,1,DAIRY
40,30284,Tuesday,4293442398.0,1,PETS AND SUPPLIES
8,114817,Tuesday,7874235188.0,1,DAIRY
33,34003,Wednesday,30041010182.0,1,PERSONAL CARE
37,100914,Sunday,9503.0,1,DSD GROCERY
24,106728,Sunday,2560008882.0,1,COMM BREAD
40,74097,Tuesday,68113107862.0,1,BAKERY
39,176745,Friday,8087817580.0,1,PERSONAL CARE
38,40912,Thursday,4178900217.0,2,GROCERY DRY GOODS
40,67801,Monday,3783608422.0,1,PERSONAL CARE
39,133151,Friday,7874236962.0,3,GROCERY DRY GOODS
39,129433,Thursday,4400003029.0,1,DSD GROCERY
27,66722,Monday,5000044569.0,1,PETS AND SUPPLIES
31,168253,Thursday,68113102889.0,1,WIRELESS
7,87328,Friday,3620021931.0,1,GROCERY DRY GOODS
40,56594,Sunday,73608078999.0,-1,SLEEPWEAR/FOUNDATIONS
7,42840,Thursday,7874207171.0,1,PRE PACKED DELI
25,23816,Monday,471984904652.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
7,39735,Thursday,3940001747.0,1,GROCERY DRY GOODS
33,126637,Thursday,3700089074.0,1,HOUSEHOLD PAPER GOODS
39,88892,Friday,3760061792.0,1,MEAT - FRESH & FROZEN
8,76503,Wednesday,2840043783.0,1,IMPULSE MERCHANDISE
8,26865,Tuesday,5150025527.0,1,GROCERY DRY GOODS
27,46467,Friday,4656117978.0,1,LAWN AND GARDEN
39,102151,Sunday,8265754221.0,1,DSD GROCERY
4,10272,Saturday,68113103681.0,1,PHARMACY OTC
44,147836,Sunday,1634690085.0,1,COOK AND DINE
39,176526,Friday,7874235200.0,1,DAIRY
40,62089,Sunday,1600027707.0,1,GROCERY DRY GOODS
25,183095,Saturday,489396610962.0,2,MENS WEAR
40,427,Friday,4132210740.0,1,FROZEN FOODS
39,172874,Friday,1300000112.0,1,GROCERY DRY GOODS
40,89571,Friday,4119647603.0,2,GROCERY DRY GOODS
8,49459,Saturday,4740031343.0,1,PERSONAL CARE
40,128566,Thursday,7225003712.0,1,COMM BREAD
40,140227,Saturday,2800003681.0,1,GROCERY DRY GOODS
39,184645,Sunday,3500046281.0,1,HOUSEHOLD CHEMICALS/SUPP
39,8083,Saturday,8500001773.0,1,"LIQUOR,WINE,BEER"
36,133218,Friday,4900005010.0,1,DSD GROCERY
38,4431,Friday,7874209539.0,1,HOUSEHOLD PAPER GOODS
40,70610,Tuesday,61126999100.0,1,DSD GROCERY
40,174684,Friday,3663200975.0,1,DAIRY
40,171781,Thursday,1112022088.0,1,HOUSEHOLD CHEMICALS/SUPP
40,145795,Sunday,3010075734.0,1,DSD GROCERY
40,101400,Sunday,1700011349.0,1,PERSONAL CARE
39,81421,Thursday,4011.0,1,PRODUCE
38,60418,Sunday,60538862128.0,-1,FINANCIAL SERVICES
27,59952,Sunday,2471922120.0,1,HORTICULTURE AND ACCESS
20,38520,Thursday,7919123081.0,1,AUTOMOTIVE
32,79661,Wednesday,7940002645.0,1,BEAUTY
39,78153,Wednesday,2220095214.0,1,PERSONAL CARE
24,54249,Saturday,83972400889.0,1,COOK AND DINE
7,101819,Sunday,68113107862.0,1,BAKERY
44,49504,Saturday,7874235201.0,1,DAIRY
40,12045,Saturday,7874235190.0,1,DAIRY
40,45948,Friday,74427577955.0,1,MENS WEAR
39,58138,Sunday,68113102530.0,-1,PHARMACY OTC
25,189480,Sunday,2166427657.0,1,TOYS
18,105610,Sunday,4775416596.0,1,TOYS
40,183002,Saturday,4138309072.0,1,DAIRY
40,24680,Monday,3040021530.0,1,HOUSEHOLD PAPER GOODS
44,45036,Friday,4033851472.0,1,FABRICS AND CRAFTS
5,24425,Monday,1650055711.0,1,PHARMACY OTC
42,58683,Sunday,4138800543.0,1,PHARMACY OTC
25,124804,Thursday,5107109841.0,1,MENS WEAR
38,177218,Friday,4133112332.0,1,GROCERY DRY GOODS
24,102788,Sunday,2270047019.0,1,BEAUTY
39,160702,Tuesday,60538800120.0,1,DAIRY
40,187773,Sunday,3338325059.0,1,PRODUCE
40,35017,Wednesday,7644095034.0,1,COOK AND DINE
8,140462,Saturday,3800012293.0,1,DSD GROCERY
8,98923,Saturday,1470881006.0,1,INFANT CONSUMABLE HARDLINES
5,43973,Friday,75417783054.0,1,GROCERY DRY GOODS
40,112565,Monday,7874204028.0,1,HOUSEHOLD PAPER GOODS
39,39921,Thursday,60538816914.0,1,SHOES
7,41676,Thursday,2700050014.0,1,GROCERY DRY GOODS
24,143257,Saturday,1018102530.0,1,PERSONAL CARE
999,173004,Friday,8511845842.0,-1,INFANT APPAREL
25,12201,Saturday,81755301308.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
38,87144,Friday,4650074540.0,1,HOUSEHOLD CHEMICALS/SUPP
40,55843,Saturday,4900005024.0,1,DSD GROCERY
7,53860,Saturday,1632120732.0,1,FABRICS AND CRAFTS
36,52287,Saturday,30187548135.0,1,BEAUTY
40,190733,Sunday,7780201801.0,1,BEAUTY
40,91210,Friday,4360000020.0,1,GROCERY DRY GOODS
40,158942,Tuesday,7874212253.0,1,DAIRY
35,172158,Friday,30573194251.0,1,IMPULSE MERCHANDISE
8,534,Friday,1780013468.0,1,PETS AND SUPPLIES
40,43942,Friday,880552312646.0,1,LADIESWEAR
40,64234,Monday,1254600193.0,1,IMPULSE MERCHANDISE
9,40764,Thursday,20966500000.0,1,SERVICE DELI
36,65348,Monday,60538862128.0,1,FINANCIAL SERVICES
26,151815,Monday,2840008991.0,1,IMPULSE MERCHANDISE
39,153268,Monday,3338340240.0,1,PRODUCE
40,189404,Sunday,4155468113.0,1,BEAUTY
40,176520,Friday,6439200005.0,6,OFFICE SUPPLIES
40,145677,Sunday,4065.0,1,PRODUCE
31,64128,Monday,68113102889.0,1,WIRELESS
40,30672,Tuesday,3890003031.0,1,GROCERY DRY GOODS
35,107457,Monday,2840019954.0,1,DSD GROCERY
36,98685,Saturday,5280048862.0,1,BEAUTY
42,112722,Monday,64541684670.0,2,CELEBRATION
37,55473,Saturday,3338360051.0,1,PRODUCE
9,1939,Friday,5107113845.0,1,MENS WEAR
40,184896,Sunday,2733100625.0,1,DAIRY
40,157406,Tuesday,4300004431.0,2,DSD GROCERY
40,42537,Thursday,1254667259.0,1,"CANDY, TOBACCO, COOKIES"
36,31719,Wednesday,7874200985.0,1,PHARMACY OTC
40,58431,Sunday,2840042071.0,1,IMPULSE MERCHANDISE
40,157842,Tuesday,4011.0,1,PRODUCE
42,131618,Friday,4133384401.0,1,IMPULSE MERCHANDISE
40,109575,Monday,22093300000.0,1,MEAT - FRESH & FROZEN
40,101135,Sunday,4650073563.0,1,HOUSEHOLD CHEMICALS/SUPP
40,102519,Sunday,2500002754.0,1,DAIRY
41,75781,Wednesday,2560000150.0,1,BAKERY
24,140271,Saturday,89712700048.0,1,PERSONAL CARE
42,186910,Sunday,65356928980.0,1,TOYS
39,72044,Tuesday,4819.0,1,PRODUCE
7,116146,Tuesday,20501200000.0,1,SERVICE DELI
38,173724,Friday,7874235200.0,1,DAIRY
38,38544,Thursday,1254660004.0,1,"CANDY, TOBACCO, COOKIES"
25,164539,Wednesday,80469194005.0,1,SWIMWEAR/OUTERWEAR
7,71288,Tuesday,71514172928.0,1,DAIRY
9,140447,Saturday,3501100002.0,1,TOYS
38,56664,Sunday,9955500992.0,1,GROCERY DRY GOODS
26,32017,Wednesday,1700009270.0,1,PERSONAL CARE
38,49308,Saturday,4069.0,1,PRODUCE
39,30984,Tuesday,68113138807.0,1,PRODUCE
39,32840,Wednesday,6132835524.0,1,HOUSEHOLD PAPER GOODS
7,162310,Wednesday,4856406002.0,1,COMM BREAD
37,109794,Monday,4135.0,1,PRODUCE
40,27025,Tuesday,4958.0,1,PRODUCE
38,109211,Monday,75417750531.0,1,GROCERY DRY GOODS
999,92063,Friday,87458603436.0,1,IMPULSE MERCHANDISE
40,113769,Tuesday,31031032499.0,1,PERSONAL CARE
37,178562,Saturday,20154200000.0,2,SERVICE DELI
3,107628,Monday,1380315050.0,1,ELECTRONICS
38,108287,Monday,88491201427.0,2,GROCERY DRY GOODS
40,173693,Friday,7566911955.0,1,GROCERY DRY GOODS
36,24727,Monday,7214001165.0,6,BEAUTY
40,173897,Friday,4900005936.0,2,DSD GROCERY
42,120555,Wednesday,1326264182.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
40,55001,Saturday,72822912347.0,1,DSD GROCERY
40,2554,Friday,4856407003.0,1,COMM BREAD
5,89440,Friday,81434801648.0,1,COOK AND DINE
25,130384,Thursday,88530627770.0,2,MENS WEAR
39,67142,Monday,74239272000.0,1,PHARMACY OTC
21,66959,Monday,3010010351.0,1,DSD GROCERY
37,147020,Sunday,3338320027.0,1,PRODUCE
3,131665,Friday,60538819035.0,1,FINANCIAL SERVICES
40,122273,Wednesday,7874211302.0,1,GROCERY DRY GOODS
39,103285,Sunday,3400010354.0,1,IMPULSE MERCHANDISE
39,81766,Thursday,2200001584.0,1,IMPULSE MERCHANDISE
25,143921,Sunday,6843738971.0,1,"CANDY, TOBACCO, COOKIES"
999,177791,Friday,2460001098.0,1,GROCERY DRY GOODS
8,19863,Monday,81143500127.0,1,HOUSEHOLD CHEMICALS/SUPP
15,72567,Tuesday,74236526435.0,1,DAIRY
40,16711,Sunday,3338366602.0,1,PRODUCE
38,8627,Saturday,7365081066.0,1,FABRICS AND CRAFTS
39,8775,Saturday,3663202864.0,1,DAIRY
39,120856,Wednesday,7097047123.0,1,"CANDY, TOBACCO, COOKIES"
37,89294,Friday,4155442061.0,1,BEAUTY
40,25444,Monday,78162400679.0,1,GROCERY DRY GOODS
40,60971,Sunday,68113138747.0,1,PRODUCE
37,64950,Monday,4133103240.0,1,GROCERY DRY GOODS
8,190715,Sunday,75116620624.0,1,HOUSEHOLD CHEMICALS/SUPP
43,33772,Wednesday,7780254794.0,1,BEAUTY
9,77747,Wednesday,1864342230.0,1,HOME MANAGEMENT
32,48564,Friday,1700002410.0,2,PERSONAL CARE
39,116041,Tuesday,7169117484.0,1,HOME MANAGEMENT
37,177632,Friday,71106954190.0,1,PRODUCE
39,100040,Sunday,60538800120.0,1,DAIRY
44,95686,Saturday,3500046112.0,1,HOUSEHOLD CHEMICALS/SUPP
26,38471,Thursday,4316875257.0,3,HARDWARE
3,38948,Thursday,60538819035.0,1,FINANCIAL SERVICES
40,144519,Sunday,4011.0,1,PRODUCE
40,117108,Tuesday,1370082215.0,1,HOUSEHOLD PAPER GOODS
39,5655,Friday,84908109008.0,1,PAINT AND ACCESSORIES
40,3054,Friday,2400039342.0,1,GROCERY DRY GOODS
40,182814,Saturday,4046.0,1,PRODUCE
8,114514,Tuesday,7432300583.0,1,COMM BREAD
44,40665,Thursday,68113129793.0,1,PHARMACY OTC
39,80149,Wednesday,1312000455.0,1,FROZEN FOODS
40,148584,Sunday,7874201020.0,1,GROCERY DRY GOODS
37,111808,Monday,1500004834.0,1,INFANT CONSUMABLE HARDLINES
39,158630,Tuesday,1780015829.0,1,PETS AND SUPPLIES
999,81276,Thursday,78101334110.0,-1,PLUS AND MATERNITY
40,49870,Saturday,1300000640.0,1,GROCERY DRY GOODS
40,59499,Sunday,4689.0,1,PRODUCE
40,100323,Sunday,4499.0,1,PRODUCE
38,157573,Tuesday,7874214813.0,1,COMM BREAD
40,121845,Wednesday,4610000121.0,1,DAIRY
40,145744,Sunday,72453684086.0,1,INFANT APPAREL
39,60503,Sunday,7874235200.0,1,DAIRY
39,32658,Wednesday,64541699579.0,1,CELEBRATION
40,100137,Sunday,3500052541.0,1,PERSONAL CARE
44,52339,Saturday,7846247961.0,1,BEAUTY
38,17703,Sunday,7680000691.0,1,DAIRY
7,30850,Tuesday,20249700000.0,1,MEAT - FRESH & FROZEN
40,51223,Saturday,9518801128.0,3,DSD GROCERY
40,36271,Wednesday,2430004416.0,1,COMM BREAD
7,190169,Sunday,4856406002.0,1,COMM BREAD
39,60559,Sunday,4138309074.0,1,DAIRY
40,120396,Wednesday,4178900115.0,2,GROCERY DRY GOODS
40,66025,Monday,68113107156.0,4,PHARMACY OTC
40,22951,Monday,2840000210.0,1,DSD GROCERY
40,121007,Wednesday,3940001594.0,2,GROCERY DRY GOODS
35,76451,Wednesday,4900001465.0,1,DSD GROCERY
7,991,Friday,7539103278.0,1,SEAFOOD
40,77674,Wednesday,8265750406.0,1,DSD GROCERY
32,179754,Saturday,88786030339.0,1,INFANT APPAREL
40,37835,Thursday,7874222689.0,1,DSD GROCERY
25,26685,Tuesday,4316874037.0,1,HARDWARE
25,186061,Sunday,88530618928.0,1,BOYS WEAR
37,83097,Thursday,3663202775.0,1,DAIRY
31,137688,Saturday,2840020285.0,1,DSD GROCERY
36,35680,Wednesday,1200013032.0,1,DSD GROCERY
36,40494,Thursday,8768400097.0,1,DSD GROCERY
40,190328,Sunday,4650073340.0,1,HOUSEHOLD CHEMICALS/SUPP
39,91003,Friday,3600016792.0,1,INFANT CONSUMABLE HARDLINES
37,129755,Thursday,20249200000.0,1,MEAT - FRESH & FROZEN
9,172293,Friday,692249579995.0,1,HOME MANAGEMENT
37,111538,Monday,4048.0,1,PRODUCE
39,164006,Wednesday,71458100088.0,2,PRODUCE
40,158526,Tuesday,81843100005.0,1,PRODUCE
37,92654,Friday,7756730007.0,1,FROZEN FOODS
8,70210,Tuesday,7940014150.0,1,PERSONAL CARE
25,13884,Sunday,88496807343.0,1,MENS WEAR
39,145002,Sunday,4110070406.0,1,BEAUTY
40,107382,Monday,4131.0,1,PRODUCE
42,67145,Monday,70886270596.0,1,PHARMACY OTC
36,55784,Saturday,63899500077.0,1,PERSONAL CARE
9,179341,Saturday,4288741427.0,1,IMPULSE MERCHANDISE
40,12462,Saturday,4416.0,1,PRODUCE
40,104774,Sunday,61965909414.0,1,ELECTRONICS
7,59814,Sunday,20966500000.0,2,SERVICE DELI
24,155380,Monday,2840018734.0,1,DSD GROCERY
38,167736,Thursday,2500004738.0,1,DAIRY
43,105577,Sunday,3400000229.0,1,IMPULSE MERCHANDISE
37,107027,Monday,9518801128.0,1,DSD GROCERY
40,59471,Sunday,81547301188.0,1,DAIRY
3,114290,Tuesday,7069330063.0,1,HOME MANAGEMENT
15,186048,Sunday,7874298313.0,1,BAKERY
27,14611,Sunday,2650902665.0,1,LAWN AND GARDEN
40,128983,Thursday,4650073175.0,1,IMPULSE MERCHANDISE
21,172260,Friday,76546867299.0,1,FABRICS AND CRAFTS
15,90838,Friday,82513101629.0,1,CELEBRATION
999,90044,Friday,88751200213.0,-1,LADIESWEAR
44,110066,Monday,78358336406.0,1,PLAYERS AND ELECTRONICS
20,5814,Friday,7874204026.0,2,HOUSEHOLD PAPER GOODS
37,31210,Tuesday,4664.0,1,PRODUCE
44,115037,Tuesday,7314948609.0,1,HOME MANAGEMENT
40,141104,Saturday,2113150560.0,1,FROZEN FOODS
37,13599,Sunday,3408667040.0,1,BEDDING
39,133665,Friday,30997841607.0,1,BEAUTY
22,2577,Friday,61965909592.0,1,CAMERAS AND SUPPLIES
40,63658,Monday,3700042321.0,1,PERSONAL CARE
40,23760,Monday,2240062418.0,1,PERSONAL CARE
